instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,registered
13045,2012-07-02,3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,665
13046,2012-07-02,3,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,658
13047,2012-07-02,3,1,7,19,0,1,1,1,0.78,0.697,0.43,0.1343,510
13048,2012-07-02,3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,357
13049,2012-07-02,3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343,241
13050,2012-07-02,3,1,7,22,0,1,1,1,0.74,0.6667,0.51,0.1642,169
13051,2012-07-02,3,1,7,23,0,1,1,1,0.74,0.6667,0.51,0.1045,90
13052,2012-07-03,3,1,7,0,0,2,1,1,0.72,0.6667,0.54,0.0,44
13053,2012-07-03,3,1,7,1,0,2,1,1,0.72,0.6667,0.58,0.0,9
13054,2012-07-03,3,1,7,2,0,2,1,1,0.72,0.6667,0.58,0.0,8
13055,2012-07-03,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,2
13056,2012-07-03,3,1,7,4,0,2,1,1,0.68,0.6364,0.65,0.1045,6
13057,2012-07-03,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0.0,33
13058,2012-07-03,3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,149
13059,2012-07-03,3,1,7,7,0,2,1,1,0.74,0.6818,0.58,0.0,462
13060,2012-07-03,3,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,604
13061,2012-07-03,3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,226
13062,2012-07-03,3,1,7,10,0,2,1,1,0.82,0.7424,0.43,0.2239,153
13063,2012-07-03,3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.194,151
13064,2012-07-03,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,198
13065,2012-07-03,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,203
13066,2012-07-03,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,241
13067,2012-07-03,3,1,7,15,0,2,1,2,0.9,0.7727,0.24,0.0,330
13068,2012-07-03,3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,437
13069,2012-07-03,3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,620
13070,2012-07-03,3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,542
13071,2012-07-03,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,431
13072,2012-07-03,3,1,7,20,0,2,1,3,0.76,0.697,0.55,0.4925,296
13073,2012-07-03,3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836,160
13074,2012-07-03,3,1,7,22,0,2,1,1,0.68,0.6364,0.79,0.194,151
13075,2012-07-03,3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0.0,152
13076,2012-07-04,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,140
13077,2012-07-04,3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0.0,96
13078,2012-07-04,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,66
13079,2012-07-04,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,23
13080,2012-07-04,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,11
13081,2012-07-04,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,14
13082,2012-07-04,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,23
13083,2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,62
13084,2012-07-04,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,110
13085,2012-07-04,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0.0,203
13086,2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,304
13087,2012-07-04,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,321
13088,2012-07-04,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,330
13089,2012-07-04,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,322
13090,2012-07-04,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,357
13091,2012-07-04,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,299
13092,2012-07-04,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,226
13093,2012-07-04,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,253
13094,2012-07-04,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,271
13095,2012-07-04,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,255
13096,2012-07-04,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,314
13097,2012-07-04,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,362
13098,2012-07-04,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,327
13099,2012-07-04,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,152
13100,2012-07-05,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,71
13101,2012-07-05,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,24
13102,2012-07-05,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,14
13103,2012-07-05,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,5
13104,2012-07-05,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,7
13105,2012-07-05,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0.0,28
13106,2012-07-05,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0.0,130
13107,2012-07-05,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0.0,316
13108,2012-07-05,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,514
13109,2012-07-05,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,246
13110,2012-07-05,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,117
13111,2012-07-05,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,137
13112,2012-07-05,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,188
13113,2012-07-05,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,181
13114,2012-07-05,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,154
13115,2012-07-05,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,183
13116,2012-07-05,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,324
13117,2012-07-05,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,575
13118,2012-07-05,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,511
13119,2012-07-05,3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,375
13120,2012-07-05,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,243
13121,2012-07-05,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,232
13122,2012-07-05,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,162
13123,2012-07-05,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,99
13124,2012-07-06,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,63
13125,2012-07-06,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,22
13126,2012-07-06,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,13
13127,2012-07-06,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,6
13128,2012-07-06,3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,4
13129,2012-07-06,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,31
13130,2012-07-06,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,127
13131,2012-07-06,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,333
13132,2012-07-06,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,557
13133,2012-07-06,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,249
13134,2012-07-06,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,130
13135,2012-07-06,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,141
13136,2012-07-06,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,220
13137,2012-07-06,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,194
13138,2012-07-06,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,184
13139,2012-07-06,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,206
13140,2012-07-06,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,300
13141,2012-07-06,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,486
13142,2012-07-06,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,454
13143,2012-07-06,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,306
13144,2012-07-06,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,245
13145,2012-07-06,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,223
13146,2012-07-06,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,210
13147,2012-07-06,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,137
13148,2012-07-07,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,115
13149,2012-07-07,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,55
13150,2012-07-07,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,47
13151,2012-07-07,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,19
13152,2012-07-07,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,13
13153,2012-07-07,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,12
13154,2012-07-07,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,27
13155,2012-07-07,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,63
13156,2012-07-07,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,120
13157,2012-07-07,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,187
13158,2012-07-07,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,225
13159,2012-07-07,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,245
13160,2012-07-07,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,218
13161,2012-07-07,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,244
13162,2012-07-07,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,203
13163,2012-07-07,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,193
13164,2012-07-07,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,192
13165,2012-07-07,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,176
13166,2012-07-07,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,194
13167,2012-07-07,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,219
13168,2012-07-07,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,197
13169,2012-07-07,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,150
13170,2012-07-07,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,164
13171,2012-07-07,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,114
13172,2012-07-08,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,125
13173,2012-07-08,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,99
13174,2012-07-08,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,59
13175,2012-07-08,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,34
13176,2012-07-08,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,11
13177,2012-07-08,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,5
13178,2012-07-08,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,16
13179,2012-07-08,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,33
13180,2012-07-08,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,95
13181,2012-07-08,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,172
13182,2012-07-08,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,234
13183,2012-07-08,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,269
13184,2012-07-08,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,271
13185,2012-07-08,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,219
13186,2012-07-08,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,235
13187,2012-07-08,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,218
13188,2012-07-08,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,226
13189,2012-07-08,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,202
13190,2012-07-08,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,199
13191,2012-07-08,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,184
13192,2012-07-08,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,206
13193,2012-07-08,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,149
13194,2012-07-08,3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,110
13195,2012-07-08,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,98
13196,2012-07-09,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,33
13197,2012-07-09,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,13
13198,2012-07-09,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,4
13199,2012-07-09,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,5
13200,2012-07-09,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,1
13201,2012-07-09,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,27
13202,2012-07-09,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,86
13203,2012-07-09,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,223
13204,2012-07-09,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,429
13205,2012-07-09,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,325
13206,2012-07-09,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,117
13207,2012-07-09,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,144
13208,2012-07-09,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,205
13209,2012-07-09,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,188
13210,2012-07-09,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,184
13211,2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,214
13212,2012-07-09,3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,325
13213,2012-07-09,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,741
13214,2012-07-09,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,790
13215,2012-07-09,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,543
13216,2012-07-09,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,378
13217,2012-07-09,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,298
13218,2012-07-09,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,189
13219,2012-07-09,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,109
13220,2012-07-10,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,53
13221,2012-07-10,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,15
13222,2012-07-10,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,15
13223,2012-07-10,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,3
13224,2012-07-10,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,4
13225,2012-07-10,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,39
13226,2012-07-10,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,183
13227,2012-07-10,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,489
13228,2012-07-10,3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,615
13229,2012-07-10,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,284
13230,2012-07-10,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,134
13231,2012-07-10,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,157
13232,2012-07-10,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,203
13233,2012-07-10,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,203
13234,2012-07-10,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,171
13235,2012-07-10,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,188
13236,2012-07-10,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,346
13237,2012-07-10,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,769
13238,2012-07-10,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,749
13239,2012-07-10,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,359
13240,2012-07-10,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,75
13241,2012-07-10,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,83
13242,2012-07-10,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,125
13243,2012-07-10,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,74
13244,2012-07-11,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,38
13245,2012-07-11,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,11
13246,2012-07-11,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,5
13247,2012-07-11,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,5
13248,2012-07-11,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,6
13249,2012-07-11,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,36
13250,2012-07-11,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,168
13251,2012-07-11,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,471
13252,2012-07-11,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,644
13253,2012-07-11,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,298
13254,2012-07-11,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,148
13255,2012-07-11,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,173
13256,2012-07-11,3,1,7,12,0,3,1,2,0.78,0.697,0.43,0.0,223
13257,2012-07-11,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,208
13258,2012-07-11,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,175
13259,2012-07-11,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,220
13260,2012-07-11,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,358
13261,2012-07-11,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,740
13262,2012-07-11,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,735
13263,2012-07-11,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,560
13264,2012-07-11,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,410
13265,2012-07-11,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,322
13266,2012-07-11,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,203
13267,2012-07-11,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,132
13268,2012-07-12,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,55
13269,2012-07-12,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,21
13270,2012-07-12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,9
13271,2012-07-12,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,10
13272,2012-07-12,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,5
13273,2012-07-12,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,40
13274,2012-07-12,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,171
13275,2012-07-12,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,480
13276,2012-07-12,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,653
13277,2012-07-12,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,285
13278,2012-07-12,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,145
13279,2012-07-12,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,166
13280,2012-07-12,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,221
13281,2012-07-12,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,225
13282,2012-07-12,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,167
13283,2012-07-12,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,208
13284,2012-07-12,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,370
13285,2012-07-12,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,704
13286,2012-07-12,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,739
13287,2012-07-12,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,532
13288,2012-07-12,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,439
13289,2012-07-12,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,329
13290,2012-07-12,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,262
13291,2012-07-12,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,178
13292,2012-07-13,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,76
13293,2012-07-13,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,42
13294,2012-07-13,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,15
13295,2012-07-13,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,7
13296,2012-07-13,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,11
13297,2012-07-13,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,30
13298,2012-07-13,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,120
13299,2012-07-13,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,353
13300,2012-07-13,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,660
13301,2012-07-13,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,344
13302,2012-07-13,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,190
13303,2012-07-13,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,220
13304,2012-07-13,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,254
13305,2012-07-13,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,274
13306,2012-07-13,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,249
13307,2012-07-13,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,261
13308,2012-07-13,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,381
13309,2012-07-13,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,697
13310,2012-07-13,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,523
13311,2012-07-13,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,385
13312,2012-07-13,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,294
13313,2012-07-13,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,223
13314,2012-07-13,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,204
13315,2012-07-13,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,175
13316,2012-07-14,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,156
13317,2012-07-14,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,105
13318,2012-07-14,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,91
13319,2012-07-14,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,31
13320,2012-07-14,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,6
13321,2012-07-14,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,5
13322,2012-07-14,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,29
13323,2012-07-14,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,41
13324,2012-07-14,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,118
13325,2012-07-14,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,200
13326,2012-07-14,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,278
13327,2012-07-14,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,296
13328,2012-07-14,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,318
13329,2012-07-14,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,372
13330,2012-07-14,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,363
13331,2012-07-14,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,317
13332,2012-07-14,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,340
13333,2012-07-14,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,259
13334,2012-07-14,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,243
13335,2012-07-14,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,275
13336,2012-07-14,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,255
13337,2012-07-14,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,200
13338,2012-07-14,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,160
13339,2012-07-14,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,156
13340,2012-07-15,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,147
13341,2012-07-15,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,119
13342,2012-07-15,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,86
13343,2012-07-15,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,42
13344,2012-07-15,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,11
13345,2012-07-15,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,7
13346,2012-07-15,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,9
13347,2012-07-15,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,30
13348,2012-07-15,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,96
13349,2012-07-15,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0.0,163
